,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.792001,-0.108843565,0.9452176423116772,0.194000118041779,0.1050345515722665,0.511979236876549
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.9577875,-0.07481673,0.3206339593574618,0.065808250046684,0.1377972173064258,0.6716772062545163
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.517986,0.8611361,-0.6718873169023887,-0.1379007928097469,0.1302536241248534,0.634906800491882
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.684524,0.07434136,0.3347172703416152,0.0686987174564911,0.1231984771175645,0.6005172712676969
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.104036,0.9814194,0.7826189582437095,0.1606278485976432,0.1239977505455273,0.6044132406756545
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.35709,0.21238133,-0.7116472115175796,-0.1460613667926487,0.1487729268203383,0.7251770812670293
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.61446,0.47044903,-0.3949549714281701,-0.0810620295016198,0.1301683872148566,0.6344913226564399
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.892153,2.3746388,-0.4643110741076626,-0.0952969230660802,0.1132794793204596,0.5521682199629182
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.305539,-0.0034429356,0.523865271355417,0.1075201385871495,0.1287891096366533,0.6277681875417668
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.105104,-0.24982485,-0.1975381288048865,-0.0405435340939554,0.1194538805847954,0.5822646520432635
