,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.605388,-0.14714481,0.758604559425935,0.1556988736636891,0.1218669399507232,0.5940268414772376
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.874746,-0.09186048,0.2375927682563876,0.0487645030388372,0.1562679647062357,0.7617108096425191
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.671192,0.89258075,-0.5186814453203574,-0.1064561240399105,0.1644114670672414,0.8014054059622977
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.721626,0.08195638,0.3718199696214004,0.0763137398177696,0.1266644288057148,0.6174116671953958
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.2648,1.0144148,0.943381745108944,0.193623251410601,0.1419506152494142,0.6919224824751967
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.165607,0.17308089,-0.903129755462892,-0.1853618085345921,0.1795225474082945,0.8750626860247507
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.622719,0.47214398,-0.386696151848092,-0.0793670820204645,0.1425604649276312,0.6948951268878129
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.789398,2.353549,-0.5670656670031704,-0.1163867153176672,0.1276447919102855,0.6221903380863234
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],14.99145,-0.06790782,0.2097764499442842,0.0430552565709675,0.1579437317854119,0.7698791498461633
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.294403,-0.21097252,-0.0082394990441443,-0.0016912000714334,0.1392177302085213,0.6786013383682024
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.123104,-0.24613056,0.7150706628124688,0.1467638206393743,0.1370432090705947,0.6680018769899948
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],14.274127,-0.21513404,1.3586080122029536,0.2788459153069366,0.1523112753457589,0.7424243675240825
