,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.792001,-0.108843565,0.9452176423116772,0.194000118041779,0.0901772182685402,0.43955881851898826
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.9577875,-0.07481673,0.3206339593574618,0.065808250046684,0.1584855479030268,0.7725201722361436
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.517986,0.8611361,-0.6718873169023887,-0.1379007928097469,0.1442239193111979,0.703003450226457
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.684524,0.07434136,0.3347172703416152,0.0686987174564911,0.1303182264891118,0.6352216975296504
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.104036,0.9814194,0.7826189582437095,0.1606278485976432,0.1319267585212196,0.6430623079760465
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.35709,0.21238133,-0.7116472115175796,-0.1460613667926487,0.1784178667363583,0.8696780429816369
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.61446,0.47044903,-0.3949549714281701,-0.0810620295016198,0.1440595255337561,0.702202131046606
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.892153,2.3746388,-0.4643110741076626,-0.0952969230660802,0.1094299379258352,0.533404058684156
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.305539,-0.0034429356,0.523865271355417,0.1075201385871495,0.1413880357391964,0.6891802512378354
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.105104,-0.24982485,-0.1975381288048865,-0.0405435340939554,0.1226494841251159,0.5978412659997445
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.469868,-0.1749593,1.0618342736523123,0.2179350745589757,0.1238255404297934,0.6035738216243416
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],13.82483,-0.3073494,0.9093110609090084,0.1866305411948073,0.1376904783512291,0.671156919091782
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.230862,-0.018769946,-0.1172796233079758,-0.0240708490440996,0.1352395569354301,0.6592101753077443
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.444022,0.024979793,-0.1101217552413782,-0.0226018947632909,0.1686749152072211,0.822187109625475
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.571836,0.46170092,0.2218266023048407,0.0455287217122543,0.1495743455460559,0.729083507690235
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.084593,0.56694096,0.2945503371837219,0.0604547643041405,0.1322878932783099,0.6448226191743808
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,13.779254,-0.31670362,0.0506355594571008,0.0103926536923114,0.1270179872290709,0.619135048397786
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.589685,0.87585187,0.9350818540121076,0.191919788033605,0.1362365099626165,0.6640697119308856
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],12.460147,-0.5874422,1.0982665265167633,0.2254125661685769,0.1754819456296509,0.8553672221589516
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],21.395292,1.2464418,-0.8547631306672479,-0.1754347532157787,0.1147493331365405,0.559332858872805
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.465754,0.85041547,-0.0892313987364588,-0.0183143861712183,0.1283132287992665,0.6254485593401664
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.71728,-0.12417936,1.5563645553717116,0.3194343903548776,0.1325153939617759,0.6459315459472026
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],14.711033,-0.12546177,0.3758290546334581,0.0771365505668078,0.1088860931522495,0.5307531478363275
114,metal_mn_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.321676,1.4365764,0.4552381175454556,0.0934348734036605,0.1197066945824152,0.5834969657499016
120,metal_cr_ox_2_spin_1_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,13.607843,-0.35188466,0.7350426571831576,0.1508629519562553,0.1324631845325276,0.645677056892466
123,metal_cr_ox_2_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],14.279756,-0.2139788,-0.1073941688301349,-0.0220420629682406,0.1309900064881729,0.6384962144016685
124,metal_fe_ox_2_spin_1_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],14.419767,-0.1852422,0.3746549010168358,0.0768955901304541,0.1475664706666958,0.7192963449605394
137,metal_co_ox_2_spin_2_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.3967285,0.015273107,-0.3951835936238126,-0.0811090448860691,0.1688974893667012,0.8232720226051877
161,metal_mn_ox_2_spin_6_ligstr_H6P4_H6P4_H6P4_H6P4_H6P4_H6P4,13.988646,-0.2737273,0.1088756512566373,0.0223460514753578,0.1615690883467317,0.7875505470948377
166,metal_co_ox_2_spin_2_ligstr_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH],15.442972,0.024764284,-0.4308514030889974,-0.0884296976527851,0.0934498503973276,0.4555108997607638
169,metal_co_ox_2_spin_4_ligstr_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH],14.311061,-0.2075535,0.0333257405260543,0.0068399054921212,0.127907718074194,0.6234719424225892
171,metal_co_ox_3_spin_1_ligstr_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-],27.617764,2.523566,-0.3277353995180618,-0.0672655569920146,0.12806063337607,0.6242173110502389
172,metal_co_ox_3_spin_1_ligstr_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P],17.385098,0.42337364,-1.4052722093874903,-0.2884236097584143,0.2110562740724291,1.0287703286214767
181,metal_fe_ox_3_spin_6_ligstr_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-],16.305265,0.20174488,0.7341893211517974,0.1506879722204165,0.1538435720528966,0.7498933773598511
196,metal_co_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.806114,1.5360043,0.0087228555545557,0.001790356431679,0.1030482308643182,0.5022971375575668
201,metal_cr_ox_3_spin_2_ligstr_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-],20.68978,1.1016395,1.5950052685921925,0.3273651377441242,0.1296424453986356,0.6319276777826383
203,metal_fe_ox_2_spin_1_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],15.074937,-0.050772652,0.5265414488496294,0.1080693966538126,0.1191704855793412,0.5808832746159772
207,metal_fe_ox_2_spin_5_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],15.2935915,-0.005895121,-0.2734206866398452,-0.0561179384124552,0.0943197686905354,0.45975121970533983
212,metal_mn_ox_2_spin_6_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],15.958628,0.13059944,-0.3372188527641597,-0.0692121777136343,0.1224678906761472,0.5969561089344448
218,metal_co_ox_2_spin_2_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.865533,-0.09375157,0.2338542205092597,0.047997101300264,0.1069943753090857,0.521532179657467
221,metal_co_ox_2_spin_2_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],15.454796,0.027191123,0.8067669897312069,0.1655840191577769,0.085729362396311,0.41787823987973927
227,metal_co_ox_2_spin_4_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.386945,0.013264988,-0.1578466516599892,-0.0323971538728337,0.1649362834168594,0.8039635648743476
235,metal_fe_ox_2_spin_1_ligstr_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3],13.985399,-0.27439362,-0.0567737630994233,-0.0116525139833409,0.1086031186004618,0.5293738198636645
236,metal_fe_ox_2_spin_1_ligstr_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3],14.268661,-0.21625586,-0.0097941414164743,-0.0020101246099819,0.1058964626899837,0.5161805267349692
239,metal_fe_ox_2_spin_5_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.16525,0.37825167,-0.6803356504958415,-0.1396345827529587,0.143285372539412,0.6984286083977538
241,metal_fe_ox_3_spin_6_ligstr_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-],20.798597,1.1239736,0.1841277355707333,0.0377910053416401,0.1031288719653113,0.5026902136332895
243,metal_mn_ox_2_spin_6_ligstr_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-],14.992683,-0.067654595,1.289877986301999,0.264739632017092,0.1155791955115517,0.5633779307002263
249,metal_co_ox_2_spin_2_ligstr_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH],15.237017,-0.017506806,0.1637268723199358,0.0336038774874089,0.1120033615335795,0.5459479257748486
255,metal_cr_ox_2_spin_5_ligstr_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-],13.823603,-0.30760127,-0.2494362312967979,-0.0511952059315786,0.125711497868545,0.6127667113527216
259,metal_fe_ox_2_spin_1_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.404203,-0.18843664,-0.1865589720504523,-0.0382901550662983,0.1270675142181083,0.6193764621961276
264,metal_fe_ox_3_spin_2_ligstr_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-],21.951777,1.3606567,-0.2999771610763559,-0.0615684120722093,0.1148743830368113,0.5599424007002682
267,metal_fe_ox_3_spin_6_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.348492,0.8263483,-0.9788076762988424,-0.2008943581618039,0.1454194846334819,0.7088311003870604
268,metal_mn_ox_2_spin_2_ligstr_[CH+]=[NH2-]_[CH+]=[NH2-]_[CH+]=[NH2-]_[CH+]=[NH2-]_[CH+]=[NH2-]_[CH+]=[NH2-],14.045244,-0.26211077,-0.5097042075845462,-0.1046136856174768,0.1494910674013105,0.7286775776381044
270,metal_mn_ox_2_spin_6_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,14.649753,-0.13803914,0.4032993791265848,0.0827746938603379,0.1022508301840477,0.4984102966498979
273,metal_mn_ox_2_spin_6_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],15.2346735,-0.017987683,0.8140612036569372,0.1670810699741401,0.1141955340319606,0.5566334267459334
276,metal_mn_ox_2_spin_6_ligstr_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH]_[SH]-[NH]-[NH]-[SH],15.228334,-0.019288749,0.1354368491934874,0.027797559769359,0.0947282655248574,0.4617423920802584
277,metal_mn_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.221567,2.2370052,-0.458755621677497,-0.0941566599398413,0.1012656065175728,0.4936079334906904
280,metal_co_ox_2_spin_4_ligstr_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2]_[PH2]-[NH2],13.994151,-0.2725973,-0.0376500350599471,-0.0077274481678951,0.0986878644234789,0.48104301641870456
289,metal_fe_ox_2_spin_1_ligstr_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S]_[S]=[CH]-[CH]=[S],16.236399,0.18761034,0.666234449224751,0.1367405843087814,0.1694343086522005,0.8258886884929022
294,metal_mn_ox_2_spin_6_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.666536,-0.13459426,0.0871746228540395,0.0178921451898812,0.0898524056315378,0.43797555545430117
297,metal_mn_ox_2_spin_6_ligstr_[N]#[CH]_[N]#[CH]_[N]#[CH]_[N]#[CH]_[N]#[CH]_[N]#[CH],16.832497,0.30995595,-0.5529054903906037,-0.113480285944203,0.1261106603009941,0.6147123842241337
300,metal_mn_ox_2_spin_6_ligstr_[PH2]-[OH]_[PH2]-[OH]_[PH2]-[OH]_[PH2]-[OH]_[PH2]-[OH]_[PH2]-[OH],15.136116,-0.038216066,0.7071816800811028,0.1451446375978216,0.1336087181655236,0.6512608331495028
305,metal_mn_ox_2_spin_6_ligstr_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2]_[OH]-[NH2],16.09952,0.15951683,0.0786491688593855,0.0161423513442864,0.128065906657004,0.6242430150715158
307,metal_co_ox_2_spin_2_ligstr_water_water_water_water_misc_misc,16.610899,0.26447406,-0.0978126030629695,-0.0200755749728698,0.1068062046717109,0.5206149628189732
312,metal_co_ox_3_spin_1_ligstr_pyr_pyr_pyr_pyr_water_carbonyl,18.841476,0.7222866,0.7178537689425291,0.1473350879146153,0.1578103861031999,0.7692291711525073
315,metal_cr_ox_2_spin_5_ligstr_carbonyl_carbonyl_carbonyl_carbonyl_misc_misc,16.486502,0.23894238,-0.0576199475103784,-0.0118261764764672,0.1398354078109389,0.6816121391265025
320,metal_cr_ox_3_spin_4_ligstr_water_water_water_water_carbonyl_misc,24.014977,1.7841158,0.5250402161478043,0.1077612257797819,0.1158905368957033,0.5648955296415267
321,metal_mn_ox_2_spin_6_ligstr_misc_misc_misc_misc_pyr_pyr,13.589639,-0.35562095,-0.067974618456887,-0.013951322192859,0.0614470936242445,0.2995170220760881
324,metal_co_ox_2_spin_2_ligstr_water_water_water_water_water_misc,17.425716,0.43171036,0.1312692609806838,0.0269420786190323,0.0813315906655151,0.3964417908162041
327,metal_fe_ox_2_spin_1_ligstr_pyr_pyr_pyr_pyr_misc_furan,12.938134,-0.48933822,0.0208892581913016,0.0042874968409464,0.0839062208370488,0.40899153916786185
345,metal_co_ox_3_spin_1_ligstr_en_en_en_en_mec_mec,8.827385,-1.3330445,-0.2242435936775653,-0.0460246741593215,0.2574218703726533,1.2547742697606208
347,metal_cr_ox_2_spin_5_ligstr_phen_phen_phen_phen_phen_phen,10.6453,-0.9599286,-0.7059071759372006,-0.1448831592044054,0.2871411093999426,1.399637394227569
352,metal_fe_ox_2_spin_5_ligstr_misc_misc_misc_misc_water_furan,14.28026,-0.21387514,-0.2783921939207054,-0.0571382542882937,0.0981053848379358,0.4782037844779907
357,metal_mn_ox_2_spin_6_ligstr_pyr_pyr_pyr_pyr_pyr_carbonyl,13.980257,-0.27544892,0.3058415655184117,0.0627721733186235,0.0758086362314281,0.36952076383850213
368,metal_cr_ox_3_spin_2_ligstr_water_water_water_water_misc_misc,21.873411,1.3445725,-1.3253272563248757,-0.2720154423876355,0.0995721092304493,0.4853531693608369
