,name,y_preds,y_preds_sc,v,alpha,beta,error,error_sc,uq_ale_sc,uq_epi_sc,uq_ale,uq_epi
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.592239,-0.1498433,0.45577472,2.22234,0.006632947,0.745456251625642,0.1530003776796117,0.07366433143304406,0.10911441664306867,0.3590685886459224,0.5318660852920577
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.790685,-0.10911357,0.4231555,2.3118715,0.0029350228,0.1535311456367587,0.0315114170679586,0.04729988567361685,0.07271267064244757,0.23055803075300177,0.35442982399142015
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.985193,0.95702755,0.16284977,1.7190746,0.006159467,-0.204680361946334,-0.0420093171322567,0.09255174089106573,0.2293459194129877,0.4511331648843392,1.1179211701686917
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.348802,0.0054364093,0.45837775,2.2375557,0.005238846,-0.0010046992628769,-0.0002062300330088,0.06506320289852317,0.09610006345995609,0.31714334445281206,0.4684290685067049
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.36026,1.0340074,0.1296772,1.6713598,0.003746927,1.0388426368325767,0.2132158941947196,0.07470676824578475,0.20745702098490085,0.3641498309218205,1.0112261698518699
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.24885,0.19016588,0.38368365,2.2141073,0.002815483,-0.8198873390810562,-0.1682768225631413,0.04815572431474322,0.07774299598795943,0.23472972099982373,0.3789495852802944
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.218168,0.38911238,0.32657215,2.0697305,0.004452156,-0.7912467042162561,-0.1623986767737298,0.0645131127965852,0.1128907672403906,0.31446199144670367,0.5502734861716143
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.450817,2.2840571,0.023242753,1.3576732,0.00072916487,-0.9056467522082484,-0.1858785785683996,0.045151238582593095,0.296159647720249,0.22008468953801608,1.443597255985969
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],14.799847,-0.107233234,0.43273577,2.2072537,0.00538124,0.0181727893607881,0.0037298404828633,0.06676393233652708,0.10149169614338045,0.3254333608975782,0.4947099822199323
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.956423,-0.075096995,0.42530426,2.2647676,0.0036690305,0.6537802305701135,0.134184323018929,0.05386048938923456,0.08258866172224733,0.26253696371831653,0.40256924383705656
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.578668,-0.15262885,0.48290706,2.1645665,0.008537534,1.1706342080395196,0.2402655225904012,0.08562174538586069,0.12321179915438175,0.4173536727343521,0.6005822080541281
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],13.981324,-0.27523005,0.40372515,2.168006,0.004570665,1.0658052015340085,0.2187499047411788,0.06255573898557813,0.09845193506867761,0.30492099055661037,0.47989300502512194
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.125943,-0.04030387,0.4631434,2.2090464,0.0056405505,-0.2221981032274094,-0.0456047741303594,0.06830291863189242,0.10036482276615324,0.33293497838696684,0.48921716330374604
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.400132,0.015971705,0.40067115,2.3048086,0.0022923015,-0.1540117546310266,-0.0316099819810987,0.04191432379400811,0.06621683638296495,0.2043067084976159,0.32276660253463824
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.204454,0.38629767,0.32266304,2.034118,0.005426644,-0.1455554472557061,-0.0298745215910446,0.07244036286907408,0.12752813440957111,0.3531024900434917,0.6216217040768701
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.237743,0.598374,0.27434868,1.8405592,0.011296367,0.4477008956554016,0.0918878101682457,0.11592717259254841,0.22132669876413513,0.5650741062701924,1.0788323712288552
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.069646,-0.2571024,0.4510748,2.1747813,0.0069807284,0.3410274814541711,0.0699938712006275,0.07708535169245781,0.11477507244041016,0.37574397132272463,0.5594583222461014
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.281778,0.81265575,0.18856448,1.7765172,0.005924689,0.62717474951992,0.1287236653872732,0.08734885956482767,0.20115336184462893,0.4257722986637235,0.9804996846348049
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],11.814178,-0.72002333,0.30874354,1.8998948,0.0067792577,0.452298089321939,0.092831451399595,0.08679509850815281,0.15620547819158803,0.4230730519971323,0.7614062260782968
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],20.821487,1.1286719,0.12652689,1.6860937,0.0031512924,-1.4285679860139275,-0.2932047098045238,0.0677723640877652,0.19052905729041716,0.3303488492841378,0.9287126940056603
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.456247,0.8484646,0.18261613,1.8175766,0.0039454163,-0.0987376243223963,-0.0202652461947169,0.06946758333981097,0.16255960049082507,0.33861200694044175,0.79237868834987
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.184046,-0.23362264,0.40538624,2.1541011,0.004776731,1.0231299591192702,0.2099911132342874,0.06433443110324578,0.1010436354333789,0.31359102741029526,0.49252596013437
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],15.24954,-0.014936339,0.48148903,2.1891267,0.0072867144,0.9143365161813096,0.1876619835409079,0.078280178736803,0.11281286018671935,0.38156802282964647,0.5498937369054078
114,metal_mn_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.636967,1.5012877,0.07789427,1.509187,0.0038893393,0.7705285685952603,0.1581462057248275,0.08739755082298238,0.31314573899784726,0.4260096387848498,1.5263940682695607
120,metal_cr_ox_2_spin_1_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,13.6624365,-0.3406798,0.37786984,2.0859542,0.006319609,0.7896357434258334,0.1620678205113243,0.07628503499567638,0.12409898657203368,0.371842916616971,0.6049067044246713
123,metal_cr_ox_2_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],14.729142,-0.12174493,0.41771424,2.0848112,0.007871981,0.3419924278495525,0.0701918034849301,0.08518535515752672,0.13180300078716178,0.4152265371133742,0.6424590646690391
124,metal_fe_ox_2_spin_1_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],14.002208,-0.27094382,0.4012503,2.06325,0.0078192735,-0.0429047227014258,-0.0088060244878472,0.08575619562558179,0.1353810322745696,0.4180090354707076,0.6598997811096947
137,metal_co_ox_2_spin_2_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.33924,0.0034740139,0.3923748,2.3542309,0.0018198334,-0.4526720350910977,-0.092908138221936,0.03665805818749374,0.05852196533775996,0.1786856265416261,0.2852588096549119
