,smiles,logP,uq_100,uq_500,uq_1000,uq_5000,uq_10000,uq_20000,uq_50000,uq_100000,uq_150000,y_pred_100,error_100,y_pred_500,error_500,y_pred_1000,error_1000,y_pred_5000,error_5000,y_pred_10000,error_10000,y_pred_20000,error_20000,y_pred_50000,error_50000,y_pred_100000,error_100000,y_pred_150000,error_150000
244456,Cc1nc(NC2CCCCCC2)sc1C(=O)[O-],1.9497199999999997,1.7243031971813625,1.4926404069211714,1.5744799868752273,0.8114225436986452,0.9028120561356408,0.6475587336875105,0.7567137854980809,0.8665836249966876,0.8264883916107779,0.9655505572333238,-0.9841694427666758,1.358452135299424,-0.5912678647005756,-0.243900415977632,-2.1936204159776316,-0.28826233946608854,-2.2379823394660883,-0.32173194141053296,-2.2714519414105325,0.23309310514430057,-1.716626894855699,0.563852820494228,-1.3858671795057718,1.1425475053427128,-0.8071724946572869,1.2123112796739373,-0.7374087203260624
244457,CN(C1CCCCC1)S(=O)(=O)c1ccc(NC(=O)CCN2C(=O)[C@H]3CC=CC[C@@H]3C2=O)cc1,2.9196000000000017,1.1139984287292974,0.9761864201502803,0.8132125052646751,1.055721410230573,1.106594823400982,0.8333527912248848,1.0319938434186442,1.0086983212497558,0.8084040158224269,2.9320975979365107,0.012497597936508953,3.0697810776931402,0.1501810776931385,3.1022303117658754,0.18263031176587363,2.6568101568253972,-0.2627898431746045,2.710579804141416,-0.20902019585858556,3.0158184276959163,0.0962184276959146,2.60048265030414,-0.3191173496958619,2.6939322309343448,-0.225667769065657,2.4365868458272293,-0.48301315417277246
244458,C[C@H]1CC[C@H]([NH+]2CCC[C@H]([C@H](O)c3nccn3C)C2)C1,0.9369999999999996,1.1921439427292269,1.0159472324003131,1.2367395071804537,1.0769673962603807,1.1109769367284756,1.0192800998040499,0.6984167048915982,0.6641660185668546,0.6610923126755679,1.3709376979456669,0.4339376979456673,0.8408732198069997,-0.09612678019299992,1.0210998789917038,0.08409987899170424,0.47902571985209375,-0.45797428014790587,0.13492936388167545,-0.8020706361183242,0.4779669638633602,-0.4590330361366394,1.033178406295372,0.09617840629537233,0.9655607835753137,0.028560783575314108,0.9832305607034639,0.04623056070346432
244459,N/C(CNC(=O)[C@@H]1Cc2ccccc2S1)=N\O,0.5660000000000005,0.941951888607285,0.9300715197973194,0.8806381043020723,1.2001501104089753,1.0101126263820488,0.7178227261539769,0.793294414622682,0.8976388877266288,0.8324657651976622,2.2688732532756144,1.702873253275614,2.2664421633838385,1.700442163383838,2.1837253005068553,1.6177253005068548,2.0210303621681107,1.4550303621681102,2.2077373132986464,1.641737313298646,2.01206609113026,1.4460660911302596,1.8498875431673882,1.2838875431673877,1.9666089365906323,1.4006089365906318,1.8039085295616892,1.2379085295616887
244460,CCSc1nc2n(n1)[C@H](c1ccc(C)cc1)C(C(=O)Nc1ccccc1C)=C(C)N2,4.934540000000004,0.9420255635028206,0.7708606762827569,0.9134052152248321,0.8283892545860835,0.8648940711346476,0.7488755635956035,0.6547710002720681,0.744850441505029,0.7448493316973377,3.2732479019228014,-1.6612920980772024,3.3318076875998996,-1.602732312400104,3.556517584047622,-1.3780224159523815,3.443244638185427,-1.4912953618145766,3.4840921770382414,-1.4504478229617623,3.728483387711734,-1.2060566122882697,3.688391661809722,-1.2461483381902818,3.637257950016928,-1.2972820499830755,3.760312740501446,-1.1742272594985579
244461,COc1cc(CS[C@H](C)C(=O)Nc2c(C)cccc2C)ccc1SC,5.2943400000000045,0.8867288164801236,0.6658784914694545,0.7844818070824559,0.7410090356297717,0.6969371594144341,0.5975163793262495,0.5407428524072876,0.6519940383138382,0.7659447170168194,3.186272489202744,-2.1080675107972606,3.261639260106282,-2.0327007398937225,3.3227680995003634,-1.971571900499641,3.6479091473196275,-1.646430852680377,3.6855057109884597,-1.6088342890115448,3.6464058047716206,-1.647934195228384,3.690345374379514,-1.6039946256204907,3.9638698235123253,-1.3304701764876792,4.140979515092687,-1.1533604849073171
244462,Cc1ccn(CC(=O)N2CCCc3ccccc32)c(=O)c1,2.13612,0.9024339324764206,0.7656674119268871,0.8729304580049352,0.7389568031294356,0.9167331805262614,0.7811893736047834,0.6857865675988397,0.5945516902425966,0.6376793888641727,3.2255986998015915,1.0894786998015915,2.924254932878236,0.7881349328782359,3.345525577706739,1.2094055777067392,3.2572793377813856,1.1211593377813855,2.861021715344934,0.724901715344934,2.844758727762517,0.708638727762517,2.848429532510546,0.7123095325105462,2.73377127923549,0.5976512792354898,2.768481659042625,0.6323616590426249
244463,O=C(NC[C@@H](c1ccccc1)[NH+]1CCCC1)Nc1ccccc1Cl,2.8815,1.3370809451151189,1.0780812279062235,0.809091086398683,1.0494688909377154,0.8796524961282163,0.7589231027068264,0.7409210022419872,0.6010450988382148,0.7071451967412117,2.6600831966144973,-0.22141680338550263,1.7127679138293679,-1.168732086170632,1.6475020767766966,-1.2339979232233034,1.7973359692748923,-1.0841640307251077,1.983604580515874,-0.897895419484126,1.8445640444509666,-1.0369359555490334,1.9060486619083696,-0.9754513380916303,1.679841971634477,-1.201658028365523,1.7993263967388162,-1.0821736032611837
244464,CCCCS[C@@H]1CC[C@@]([NH2+]CC)(C(=O)[O-])C1,0.144200000000001,1.3605972057293785,1.002216240324574,1.2746329454513878,0.8750208413663099,0.9665758831839307,0.7793105635825865,0.9931962918967177,1.2593017795329136,1.435596105352663,0.21986189925713287,0.07566189925713188,0.058598010084084,-0.085601989915917,-0.5218622060347972,-0.6660622060347982,-1.2548081443722925,-1.3990081443722935,-1.3182170810300777,-1.4624170810300787,-1.0679570379581496,-1.2121570379581506,-1.453880039379505,-1.598080039379506,-1.0365975926262605,-1.1807975926262615,-0.8492414662698394,-0.9934414662698404
244465,Cc1cc(C[NH+](C)[C@@H](C)c2cccc(S(N)(=O)=O)c2)c(OC(F)F)cc1C,2.3281400000000003,0.9844563707535655,0.9394916733444597,0.9164642109681919,0.7273962133919035,0.7221142120782493,0.590981996935855,0.7598221752073964,0.7497721206168917,0.6681763220595031,2.8858190337032448,0.5576790337032445,2.2931915989191367,-0.03494840108086361,1.9447622575147074,-0.3833777424852929,1.2554668549567105,-1.0726731450432898,1.4111832146608956,-0.9169567853391047,1.6868378019826014,-0.641302198017399,1.5740744477930408,-0.7540655522069595,1.413274427954407,-0.9148655720455934,1.4464812942374297,-0.8816587057625707
