,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.770277,-0.113302186,0.9234938950582592,0.1895414968974843,0.123297258098847,0.600998768171886
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],15.013065,-0.06347138,0.3759117837593173,0.0771536067494886,0.1462274372179288,0.7127693753777711
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.942568,0.9482789,-0.2473057891924277,-0.050757967683099,0.141411423361679,0.6892942516018278
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.612217,0.059500802,0.2624106373460098,0.0538581630105091,0.1175376561488339,0.5729242292040917
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.091318,0.9788091,0.7699007575601158,0.1580175823889945,0.1408895664495651,0.6867505181386635
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.348738,0.21066727,-0.7199994911806655,-0.1477754324636158,0.1569420170936413,0.7649964030187265
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.483042,0.44347626,-0.5263731995775842,-0.1080348001925378,0.1345936411589014,0.6560617307111474
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],27.002327,2.3972511,-0.3541368950305141,-0.0726845897683508,0.1136396714031276,0.5539239361996506
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.177449,-0.029732667,0.3957753665702608,0.0812304073230351,0.1511501243242789,0.7367644660442658
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,15.071252,-0.05152895,0.7686092939856408,0.157752368366858,0.1261947135117727,0.6151220922494194
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.0602455,-0.25903186,0.6522120812695,0.1338625144870305,0.1368061633281194,0.6668464238888899
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],14.176508,-0.23516972,1.2609889555012934,0.2588102311982024,0.143694207952127,0.7004214311353834
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.234419,-0.018039864,-0.1137224181077805,-0.023340766651407,0.1386397253088552,0.6757839177860014
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.407796,0.017544726,-0.146348027824386,-0.0300369613887668,0.1520807717928941,0.741300803598436
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.414654,0.42943984,0.0646439088233954,0.0132676481229293,0.1361635866659654,0.6637142554338465
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.226095,0.5959834,0.4360527175548156,0.0894971870755944,0.1289948726775235,0.6287711565939994
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.153032,-0.23998792,0.4244139026577844,0.0871083465700809,0.1190130261977228,0.5801157563771377
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.118595,0.7791635,0.4639915372396466,0.0952313982554677,0.1287713867400409,0.6276817992538459
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],12.451348,-0.58924806,1.0894679272735992,0.2236067242458169,0.1580017936661659,0.7701621660246977
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],21.135473,1.1931152,-1.1145821614289666,-0.228761359966267,0.1200966254405632,0.5853976403393664
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.623224,0.8827356,0.0682393043885412,0.0140057556210789,0.1366326794976437,0.666000796256765
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.555769,-0.15732865,1.3948531341680983,0.286285103250271,0.1414377777818151,0.6894227132909351
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],14.975566,-0.071167946,0.640362097541173,0.1314303767892275,0.1295721414051188,0.6315849887873382
