,name,y_preds,y_preds_sc,v,alpha,beta,error,error_sc,uq_ale_sc,uq_epi_sc,uq_ale,uq_epi
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.603983,-0.14743295,0.6828114,3.0400088,0.005049961,0.7571997971578686,0.1554107299096837,0.04975399883401078,0.06021124537200455,0.24252033234099593,0.2934930172547633
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.721714,-0.123269476,0.6717699,3.0977662,0.0039960314,0.0845604653999423,0.0173555076488989,0.043645141342874366,0.05325073836768767,0.21274338609157312,0.2595648001966635
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],20.155949,0.99207395,0.22394386,2.358004,0.007808611,-0.0339249755937949,-0.0069629184925777,0.07582918172436869,0.1602384700588973,0.3696209105582198,0.7810645962778752
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.381115,0.012068635,0.6908128,2.9994934,0.0055693146,0.031308647599916,0.0064259955549551,0.05277653676024459,0.06349809555731116,0.2572533572146149,0.3095144028313277
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],19.891315,0.93775964,0.22126405,2.3337483,0.006991012,0.5698980872720298,0.1169681019507621,0.07239908614359042,0.15391383365907563,0.35290129123702707,0.7502358597427888
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],15.925061,0.12371027,0.65134716,3.0562775,0.0039347224,-1.143675981964357,-0.2347324326595959,0.043743767754949,0.054201327721519615,0.21322412956535375,0.26419834225185096
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.254211,0.39651018,0.4791968,2.7471504,0.0065781027,-0.7552035371019983,-0.1550008760897546,0.06135997567905579,0.08863968911302182,0.2990923753438623,0.43206430369568144
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.318012,2.2568,0.03579921,1.8806084,0.0024169118,-1.0384516228137173,-0.2131357826241857,0.05238886494193111,0.2768868098751323,0.25536369406351245,1.3496539519523496
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],14.583949,-0.15154484,0.6648333,2.9213715,0.006204128,-0.1977247707588407,-0.0405817649110232,0.056824379545635274,0.06969126061731769,0.2769841165622634,0.33970229694625687
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.91956,-0.08266271,0.6812129,3.01536,0.0053098677,0.6169178572180627,0.1266186086000409,0.05132932260339569,0.06219050753940309,0.2501990728050637,0.30314071050307617
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.211518,-0.22798395,0.6403703,2.7130513,0.010585884,0.8034848550121758,0.1649104249389196,0.07861010582970816,0.09823421754453526,0.38317621574066457,0.4788317651740777
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],13.960649,-0.27947354,0.6005819,2.8564048,0.005427302,1.0451295423543208,0.2145064116610396,0.054069910767909415,0.06977013014511298,0.2635577649311995,0.3400867376855089
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],14.92488,-0.0815709,0.7020085,2.9308949,0.0065470184,-0.4232612593553391,-0.0868718040714414,0.05822941982767746,0.06949783532774807,0.2838328291107797,0.338759466890203
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.405289,0.017029984,0.6892607,3.1627586,0.0035083706,-0.148855237602218,-0.0305517033757568,0.04027622030141663,0.048512867904495265,0.19632195525682383,0.23647057769697255
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.283922,0.4026081,0.46742302,2.6743312,0.00824377,-0.0660876738182061,-0.01356409797845,0.07016850897542795,0.10263304159705014,0.3420285909754913,0.5002733436627645
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.38791,0.629195,0.3712339,2.4700117,0.011121982,0.5978683608653625,0.1227087759351525,0.08698226216396782,0.1427601134196281,0.42398536041603635,0.695868291251787
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,13.838909,-0.30445972,0.642662,2.8771796,0.0061651557,0.110290748971261,0.022636550415105,0.057308509271574194,0.07148711999340647,0.27934395305344817,0.34845601369131224
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.060625,0.7672656,0.28976816,2.3627884,0.010446196,0.4060214902425763,0.0833335362979177,0.08755175800581554,0.1626445590638346,0.4267613045425075,0.7927928094626318
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],11.5413,-0.7760301,0.42309138,2.366025,0.010344379,0.1794194424713531,0.0368246621921365,0.08702076326453802,0.13378449992009117,0.4241730297476398,0.6521176617569767
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],20.939823,1.1529592,0.1768758,2.2020247,0.0075941263,-1.3102322621369744,-0.2689173667793163,0.07948445703951167,0.1889939941219682,0.3874381434440383,0.9212301993619899
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.646109,0.88743246,0.2588161,2.5092232,0.0053053694,0.0911236732850255,0.0187026016293797,0.05928994913616737,0.11654279608063164,0.28900226124447437,0.5680748944766835
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.171097,-0.23628029,0.62045634,2.9176297,0.004666927,1.010180969251106,0.2073334613330423,0.04933250063728916,0.06262929411091071,0.24046578627142093,0.30527952683226844
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],15.20575,-0.023924038,0.6733829,2.820827,0.008377153,0.870546652594884,0.1786742848369036,0.06782876058356047,0.08265760920695744,0.3306237477289596,0.40290532068108587
114,metal_mn_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.405285,1.4537363,0.11752698,2.0490224,0.0077353218,0.5388467448647916,0.1105948122159163,0.0858710576252027,0.2504828658941515,0.4185689175098247,1.2209508643725184
120,metal_cr_ox_2_spin_1_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,13.670495,-0.33902583,0.5790632,2.805312,0.006335008,0.7976942913994662,0.1637217897991966,0.059237599251316365,0.077845670984614,0.28874708755452766,0.37945006312921764
123,metal_cr_ox_2_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],14.423653,-0.18444476,0.60898197,2.7145047,0.008939527,0.0365028877494548,0.0074919789133206,0.07220843462415158,0.09253067127748202,0.35197198161490245,0.45103046339685343
124,metal_fe_ox_2_spin_1_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],14.092917,-0.2523261,0.6043221,2.7212784,0.008957062,0.047804963577871,0.0098116949240026,0.07213685941376646,0.09279466161592725,0.3516230962143965,0.4523172549335125
137,metal_co_ox_2_spin_2_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.349003,0.005477801,0.67965466,3.2765174,0.0026027567,-0.442909271114047,-0.0909043511365221,0.033812812754610205,0.04101447436171198,0.16481679420361256,0.19992049254529862
161,metal_mn_ox_2_spin_6_ligstr_H6P4_H6P4_H6P4_H6P4_H6P4_H6P4,13.973065,-0.27692512,0.6472673,2.8887243,0.0060350564,0.0932954739495084,0.0191482324808358,0.05652705797182939,0.07026103598814076,0.2755348556268336,0.3424796036056217
166,metal_co_ox_2_spin_2_ligstr_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH]_[OH]-[SH],15.381006,0.012046145,0.70327723,3.0173502,0.0051693744,-0.4928173454718099,-0.1011478368690889,0.05062072326495533,0.060362201086166196,0.24674508415927685,0.2942288340900973
169,metal_co_ox_2_spin_4_ligstr_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH]_[PH2]-[SH],14.177267,-0.23501378,0.69216895,3.2080808,0.002551277,-0.1004680903455277,-0.0206203715884146,0.033991577984161726,0.040856886630608706,0.1656881654279937,0.19915234868117357
171,metal_co_ox_3_spin_1_ligstr_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-]_[C+]#[O-],26.941442,2.3847551,0.029981975,1.8334877,0.0022681598,-1.0040564291811478,-0.2060764300236308,0.05216596274077816,0.3012708466917283,0.25427718208115896,1.468511226767686
172,metal_co_ox_3_spin_1_ligstr_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P]_[P]#[P],17.670773,0.48200664,0.40798151,2.9858406,0.002313336,-1.1195971605593655,-0.2297906100998297,0.03413085481641146,0.053435136721088794,0.16636705485268688,0.2604636294565823
181,metal_fe_ox_3_spin_6_ligstr_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-]_[CH2+]-[PH3-],16.233934,0.18710461,0.56332433,2.5722332,0.016193558,0.6628582969818755,0.1360477005567507,0.10148752447757547,0.13521765649122092,0.49468964789905057,0.659103424028802
196,metal_co_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.657064,1.5054128,0.10705179,2.1356134,0.0050625876,-0.140326903356577,-0.0288011314528424,0.06676840801361035,0.20406759892018903,0.3254551770876156,0.9947048090599427
201,metal_cr_ox_3_spin_2_ligstr_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-],20.49975,1.0626371,0.20741333,2.191287,0.010851111,1.4049761243050831,0.2883627192260578,0.09543966401101239,0.20956105188471313,0.4652100248601839,1.0214820344062059
203,metal_fe_ox_2_spin_1_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],15.33858,0.0033385847,0.58729583,2.770361,0.0075764703,0.7901847136201372,0.1621806333601887,0.06541879581664393,0.08536386829307578,0.31887664257360154,0.416096679533585
207,metal_fe_ox_2_spin_5_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],15.199329,-0.025241822,0.6943036,3.0833588,0.0042105094,-0.3676828097477553,-0.0754646393937145,0.04495575388149862,0.053952376137797714,0.21913182110958726,0.2629848554520768
212,metal_mn_ox_2_spin_6_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],16.128185,0.16540036,0.6165932,2.8405476,0.0069026384,-0.1676612813530269,-0.0344112608034627,0.06123983822528394,0.07798923661402617,0.29850677869036407,0.380149857818564
218,metal_co_ox_2_spin_2_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,15.201115,-0.024875406,0.67177975,3.1890304,0.0033128057,0.5694359999892402,0.1168732671969181,0.03890201401241645,0.04746337665961361,0.1896235395772063,0.23135494937638662
221,metal_co_ox_2_spin_2_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],15.645113,0.06625252,0.6121605,2.9111192,0.0054104873,0.9970841436618708,0.2046454183344937,0.053207677579775646,0.06800512631498853,0.25935490517636317,0.33148342286667454
227,metal_co_ox_2_spin_4_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.352253,0.0061448775,0.6859881,3.2823694,0.0025741218,-0.1925384622678994,-0.039517263967381,0.03358316152444997,0.04054742575927256,0.16369738483017127,0.19764391609039106
235,metal_fe_ox_2_spin_1_ligstr_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3]_[PH2]-[CH3],13.4572525,-0.38279253,0.59493536,2.7997599,0.0056748744,-0.5849205068738375,-0.1200514283204992,0.05615272560009401,0.0728007662392566,0.2737102141241048,0.3548592361777086
236,metal_fe_ox_2_spin_1_ligstr_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3]_[SH]-[CH3],14.18959,-0.23248458,0.63244915,2.7721434,0.007961508,-0.0888642326640329,-0.0182388451557506,0.06702676162350378,0.08428211599026808,0.3267144930180172,0.4108237982750795
239,metal_fe_ox_2_spin_5_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],16.864826,0.31659123,0.53397137,2.8507826,0.005435841,-0.9807602263015056,-0.2012950215289749,0.05419455674614175,0.07416460406634205,0.2641653378856212,0.36150711194318147
241,metal_fe_ox_3_spin_6_ligstr_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-]_[C+]#[S-],20.925192,1.1499565,0.17048796,2.3016925,0.0054202275,0.3107222790277646,0.0637738620921284,0.06452894375094029,0.15628154617626266,0.3145391576725638,0.7617770110072699
243,metal_mn_ox_2_spin_6_ligstr_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-]_[N+]=[NH2-],14.75834,-0.11575232,0.6117795,2.7933803,0.006935639,1.0555344575544403,0.2166419097847502,0.06218806482753063,0.0795077717930836,0.3031288037757979,0.387551788616632
249,metal_co_ox_2_spin_2_ligstr_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH]_[PH]=[NH],15.189733,-0.027211588,0.69966257,3.0018616,0.005390281,0.1164427460381976,0.0238990957912085,0.051890598340068116,0.06203608151883349,0.25293494894331864,0.3023879780452172
