,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.826318,-0.10180019,0.9795346589132397,0.2010434946067586,0.1114949100429519,0.5434695355474085
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],15.160256,-0.03326126,0.5231028314277744,0.1073637254902857,0.1548260533430928,0.7546823731109689
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.914055,0.94242674,-0.2758187439043418,-0.0566101305210812,0.1364540814314026,0.6651302398513441
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.691636,0.07580117,0.341829773393373,0.0701585320645882,0.1209250369250738,0.5894356399624494
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],19.935312,0.94678986,0.6138948981851158,0.1259983248435233,0.1299847543967706,0.6335962249132514
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.340187,0.20891233,-0.728550135101564,-0.1495303720197376,0.1410997740031731,0.6877751514737986
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.648443,0.47742373,-0.3609717408373498,-0.0740873323885827,0.1280727487272368,0.624276365981707
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.797482,2.355208,-0.558982323497311,-0.1147277988442785,0.1123866555579469,0.5478162498563767
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.098018,-0.046035476,0.3163438327567842,0.0649275982038105,0.1336128758049445,0.6512810991003356
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,13.901641,-0.29158455,-0.4010016831872107,-0.082303233677009,0.1270876906387599,0.6194748099140307
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.030077,-0.2652238,0.6220435479443047,0.1276705753715062,0.1282197016799236,0.6249926718015265
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],14.01989,-0.26731452,1.1043708372151606,0.2266654313696731,0.1317943875809002,0.642417080553309
