,name,y_preds,y_preds_sc,v,alpha,beta,error,error_sc,uq_ale_sc,uq_epi_sc,uq_ale,uq_epi
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.9493,-0.076558955,0.6756951,2.6678176,0.015221955,1.102516684059724,0.2262847280152097,0.09553465522213497,0.11622125367373821,0.4656730489513284,0.5665075717848597
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.879256,-0.090934955,0.7035038,2.949313,0.0053698,0.2421026940986728,0.0496900290617483,0.05248537031125882,0.06257560279714143,0.25583409875038254,0.30501781449628934
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.717245,0.90203285,0.33723104,2.3086762,0.021482695,-0.4726285125810996,-0.0970040194714291,0.12812334813274498,0.2206299711669752,0.6245230071548323,1.0754362500652461
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.553218,0.047391623,0.69145286,2.6882648,0.012598499,0.2034115757615371,0.0417489839607788,0.08638515565283242,0.10388619300150602,0.42107483115372224,0.5063816907746449
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.230206,1.0073146,0.29044545,2.2638202,0.014813386,0.9087881629556236,0.1865230269156669,0.1082641133586969,0.2008871858047917,0.527721376525945,0.9792022391398629
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],15.941185,0.12701958,0.6644209,2.8192568,0.0073705725,-1.1275522102968765,-0.2314231157264408,0.06365076208284316,0.07808758023697746,0.31025855882636416,0.38062922286822226
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.37646,0.42160082,0.53307736,2.6323762,0.010685028,-0.6329558411791467,-0.1299102412669092,0.08090543647794571,0.11081092650297378,0.3943645496372059,0.5401355338727959
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.211296,2.234897,0.08685479,2.097406,0.005957618,-1.1451677788195769,-0.2350388206490881,0.07368051645264455,0.2500090754367089,0.3591474807234326,1.218641425495408
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.155414,-0.034255303,0.67267174,2.6883388,0.012433463,0.373739767815378,0.0767077707902516,0.08581560182923306,0.1046320323940648,0.41829860440165306,0.5100172019213934
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.447736,-0.17950186,0.6523293,2.724348,0.010969261,0.1450932112219689,0.029779456323525,0.07975836199091539,0.09875129131685825,0.38877326265859413,0.4813521837544404
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.48794,-0.1712502,0.6827938,2.6114705,0.016575132,1.079906401948211,0.2216441821963811,0.1014185315458803,0.12273616057380789,0.49435334952874843,0.5982637607064121
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],13.958545,-0.27990538,0.63630766,2.748548,0.008560118,1.0430257368123286,0.2140745760096419,0.06996826362243147,0.08771371807867963,0.3410525172789737,0.4275507609001364
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.428948,0.021885982,0.68642145,2.6237912,0.016044999,0.0808071152784499,0.0165850786884872,0.0994042048008424,0.11998013113947775,0.4845347378975561,0.5848298018283488
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.3624115,0.008229813,0.6838854,3.0493848,0.0035303207,-0.191732434867843,-0.0393518746914268,0.04150451317605976,0.05018843552756738,0.20230913223056488,0.24463794567402616
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.31404,0.40878934,0.5310026,2.5784955,0.013102548,-0.0359706389060967,-0.0073828578966629,0.09110793549069697,0.12502817208757935,0.4440954960790371,0.6094359158512418
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.086882,0.5674107,0.48026884,2.4054904,0.023188353,0.2968391555430969,0.0609245085096153,0.12844612585175483,0.1853441165325047,0.626096351238143,0.9034392770895161
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.200566,-0.23023191,0.6578022,2.5891175,0.01730797,0.4719478916104211,0.0968643603211109,0.10436264121831097,0.12867595522341543,0.5087040846040998,0.6272166289425102
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.297743,0.81593245,0.353058,2.3050203,0.018889777,0.6431392575765607,0.1320003711291555,0.12031084631993315,0.20247982345286053,0.5864418361844582,0.9869653741794612
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],11.854431,-0.7117617,0.5384065,2.46235,0.014573894,0.492550774868814,0.1010930723979776,0.09983024535846052,0.13605264563183983,0.4866114251999978,0.6631734857048415
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],20.612015,1.0856788,0.2775423,2.3186612,0.011546884,-1.6380406422639275,-0.3361977784995922,0.09357628240451596,0.17762381601477506,0.4561271785146415,0.8658075310749169
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.388483,0.8345565,0.37690642,2.5474153,0.008419812,-0.1665019065489588,-0.0341733344019618,0.07376455961760427,0.12015199506836717,0.35955713978149184,0.5856675334304005
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.386886,-0.191991,0.6269121,2.5688763,0.017073087,1.2259698104986647,0.2516227522380411,0.10431858209477513,0.131752343664132,0.5084893233078628,0.6422121421582755
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],15.247701,-0.015313933,0.6938829,2.7191467,0.011698579,0.912496878424962,0.1872843899789009,0.08249166836060373,0.09903004916736925,0.4020964604859303,0.4827109578858249
114,metal_mn_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.552696,1.4839916,0.19816191,2.1595516,0.013844692,0.6862580913003384,0.1408501299039046,0.10926890966732405,0.2454632723998458,0.532619144351929,1.1964834142984642
120,metal_cr_ox_2_spin_1_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,13.657997,-0.34159085,0.5935582,2.5729218,0.01630503,0.7851963894829623,0.1611567635159324,0.10181393793383392,0.13215256006947046,0.4962807139791152,0.6441629525032855
