,name,y_preds,y_preds_sc,v,alpha,beta,error,error_sc,uq_ale_sc,uq_epi_sc,uq_ale,uq_epi
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.316298,-0.20647864,0.64706975,2.8140256,0.00942352,0.4695144028707592,0.0963650425918355,0.07207503674770646,0.08960027112244406,0.3513217485062636,0.4367465538388924
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],14.7531,-0.11682768,0.66509986,3.0423949,0.004669898,0.1159468408271884,0.023797301984741,0.047817166628019665,0.05863276978288867,0.2330794592193642,0.2857989135960469
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.543339,0.86633945,0.29677996,2.353942,0.012373044,-0.6465348388750449,-0.1326974265301449,0.0955956759516698,0.1754773076656549,0.4659704877090823,0.8553446149194119
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.488047,0.03401555,0.67751086,2.9503665,0.0062768427,0.1382403340012832,0.0283729119116379,0.05672996403180742,0.06892144554824164,0.27652389864353755,0.33594991903154325
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.231852,1.0076528,0.23683639,2.32292,0.008538755,0.9104342048257408,0.1868612236701224,0.08033975171269865,0.16508448866568926,0.39160718217965446,0.8046859748724025
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],15.836174,0.10546672,0.65268236,2.9917946,0.005146898,-1.2325631966250017,-0.2529759764632878,0.050833557659604546,0.06292157252307884,0.24778252173883958,0.3067042054373308
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.913857,0.5318983,0.4355084,2.5586147,0.0107636275,-0.095558456535592,-0.0196127401797204,0.08310170720344467,0.1259249183167153,0.40507002696046196,0.6138070055849764
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.618412,2.318455,0.04997164,1.9342813,0.00328373,-0.7380518425402798,-0.1514807380685217,0.05928500927607284,0.2652058446216845,0.28897818244598744,1.2927163862949478
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],14.830473,-0.10094735,0.6542337,2.906116,0.00684161,0.0487990863578584,0.0100157239691342,0.05991071374274149,0.07406926549110658,0.29202810926111605,0.3610423946643118
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,13.919557,-0.2879073,0.6197824,2.7124598,0.011100675,-0.3830859574792029,-0.078625984722236,0.08051272044715616,0.10226920539018479,0.3924502990335416,0.49849986454802947
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],13.979867,-0.2755291,0.6219491,2.7558186,0.009547005,0.5718335488598321,0.1173652899177098,0.07373840720352587,0.0935010160983836,0.35942966274844024,0.45576030127853845
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],13.864575,-0.2991919,0.5920768,2.8608892,0.006151642,0.9490563917195552,0.1947880626810897,0.05749568718516404,0.07472161449140208,0.28025633097028957,0.3642221972944842
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.005642,-0.064994946,0.6752795,2.845827,0.008841661,-0.3424993498704758,-0.0702958492169531,0.06921041168498805,0.08422279499808068,0.33735845231854267,0.4105346446979352
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.29764,-0.005064247,0.66632915,3.221287,0.0029299543,-0.2565040870895227,-0.0526459344746471,0.03631851525999732,0.04449217936615229,0.17703056231462413,0.21687217870573378
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.98713,0.54693705,0.4282717,2.5068374,0.012345867,0.6371193421730048,0.1307648538571822,0.09051646849016344,0.13831456425603314,0.441212455983774,0.6741989564071614
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.036604,0.5570915,0.43469447,2.5353773,0.012214608,0.2465614455821594,0.0506052755689415,0.08919329524110967,0.1352820424667508,0.4347627951801106,0.6594172663037857
71,metal_cr_ox_2_spin_5_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,13.585293,-0.3565129,0.600382,2.7691925,0.0082182,-0.1433255840365515,-0.0294166329020794,0.06815548431538761,0.08796035564421427,0.3322163262127667,0.42875296827568404
73,metal_fe_ox_2_spin_1_ligstr_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O]_[NH]=[O],19.967108,0.9533157,0.2686552,2.224701,0.014605574,1.3125041867757794,0.2693835937091116,0.10920544137859402,0.21069132433454718,0.5323097752391613,1.026991421723678
75,metal_fe_ox_2_spin_1_ligstr_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-]_[PH+]-[PH3-],11.736933,-0.73587763,0.42597598,2.4769654,0.008901076,0.3750523770416656,0.0769771523311441,0.07763116325708688,0.11894427362662391,0.3784044690746946,0.5797806296178227
89,metal_co_ox_2_spin_4_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],21.413687,1.2502171,0.19768485,2.156157,0.010699709,-0.8363686604524041,-0.171659514224995,0.09620055480133193,0.21636692997424567,0.4689189023708968,1.054656530021168
94,metal_co_ox_3_spin_5_ligstr_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH]_[O]=[PH],19.649754,0.8881806,0.28915593,2.4350615,0.008363071,0.0947686165223302,0.0194507591306004,0.07633920542121536,0.14196509704681834,0.3721069643299718,0.6919930723855888
97,metal_cr_ox_2_spin_1_ligstr_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH]_[NH2]-[OH],14.159288,-0.23870392,0.5848172,2.7874177,0.007181542,0.998372573865364,0.2049098321683465,0.06338636180540641,0.08288687318519346,0.30896976908769536,0.4040228424381031
104,metal_fe_ox_2_spin_5_ligstr_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-]_[O+]-[SH2-],15.009326,-0.06423895,0.66233486,2.7806041,0.010745744,0.6741221683419543,0.1383593720408831,0.07768453320582702,0.0954543563998509,0.37866461495259,0.46528164127509536
114,metal_mn_ox_3_spin_5_ligstr_[NH3]_[NH3]_[NH3]_[NH3]_[NH3]_[NH3],22.727072,1.5197811,0.13769887,2.053812,0.010124736,0.8606336253579556,0.1766396196499984,0.09801900375476247,0.2641466431738747,0.47778272949768535,1.287553426670418
120,metal_cr_ox_2_spin_1_ligstr_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2_C2H8P2,12.845472,-0.5083565,0.4978525,2.3774977,0.018051282,-0.0273284060492642,-0.0056088965315986,0.11447445491320192,0.1622401122360258,0.5579929955524763,0.7908213783939113
