,name,y_preds,y_preds_sc,error,error_sc,uq_sc,uq
0,metal_co_ox_2_spin_2_ligstr_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2_C2H6P2,14.788893,-0.109481424,0.9421096177145092,0.1933622589357152,0.1096671164839979,0.5345601591805538
2,metal_co_ox_2_spin_2_ligstr_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2]_[PH2]-[S]-[S]-[PH2],15.006027,-0.064915836,0.3688736673042392,0.0757091477880018,0.1412242831382736,0.6883820574015975
12,metal_co_ox_3_spin_5_ligstr_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3]_[NH2]-[CH3],19.658106,0.88989484,-0.531767764290084,-0.1091420285427792,0.1564315042935895,0.7625079651678123
24,metal_mn_ox_2_spin_6_ligstr_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH]_[SH]-[OH],15.716215,0.0808459,0.3664088215501113,0.0752032605821205,0.130254961982218,0.6349133217287733
26,metal_mn_ox_3_spin_5_ligstr_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P]_[N]#[P],20.235731,1.008449,0.9143137519448814,0.1876574225150321,0.1505434678274363,0.7338073864390278
27,metal_co_ox_2_spin_2_ligstr_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH]_[OH]-[S]-[S]-[OH],16.231619,0.18662913,-0.8371183266298843,-0.1718135684690174,0.1653617663347191,0.8060375340238226
30,metal_co_ox_2_spin_4_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.511656,0.44934905,-0.4977591553881311,-0.1021620141474634,0.1510665624861291,0.7363571531601955
35,metal_co_ox_3_spin_5_ligstr_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N]_[N]#[N],26.921545,2.3806713,-0.4349188316760219,-0.0892644561776525,0.1043210241331658,0.508501226752329
37,metal_cr_ox_2_spin_1_ligstr_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2]_[PH2]-[O]-[O]-[PH2],15.165636,-0.03215722,0.3839622028129366,0.0788058542863453,0.141612070559903,0.6902722840482028
39,metal_cr_ox_2_spin_5_ligstr_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2_C2H6S2,14.059755,-0.25913253,-0.2428872498986365,-0.0498512166081461,0.1545675659426121,0.7534224050332333
40,metal_cr_ox_2_spin_5_ligstr_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH]_[NH]=[PH],14.122045,-0.24634798,0.7140111306469414,0.1465463977963949,0.1491646977677063,0.7270867251666928
41,metal_cr_ox_2_spin_5_ligstr_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-]_[O+]-[PH3-],14.62713,-0.14268225,1.711610560420727,0.3512977005137313,0.1519781079586338,0.7408003801593619
47,metal_fe_ox_2_spin_1_ligstr_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH]_[OH]-[PH]-[PH]-[OH],15.639074,0.065013036,0.2909330384351882,0.0597121330370752,0.1537245730488824,0.7493133299530477
57,metal_mn_ox_2_spin_6_ligstr_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH]_[SH]-[S]-[S]-[SH],15.380826,0.012009253,-0.1733179374923548,-0.035572434504509,0.1420193683739075,0.6922576119319711
62,metal_co_ox_2_spin_2_ligstr_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH]_[OH]-[OH],17.598513,0.46717602,0.2485027802833563,0.0510038255673873,0.1516341591637709,0.7391238400220209
68,metal_co_ox_3_spin_1_ligstr_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-]_[NH+]-[PH3-],18.306406,0.6124666,0.5163635390880188,0.1059803747510704,0.1330890859393074,0.6487279436702575
